"Namon Wright",Colorado,P12,14,16.3,119.7,18.4,54.6,61.1,3.1,16.1,9.8,13.3,27,32,0.844,16,31,0.516,13,34,0.382,1.4,1.5,49.2,Sr,6-5,13,1.63467,115.654,2.5,2019,33986,"West Hollywood, CA",86.0,1.19991605,10,15,6,16,0.6667,0.3750,2,2,1.0000,,97.1013,97.6135,1.84626,45.3299,3.66819,2.22605,1.44214,3.77949,16.8571,2.16735,1.61214,0.4286,2.4286,2.8571,0.8571,0.4286,0.2143,7.0000,"Wing G",8.31238
"Jakeenan Gant","Louisiana Lafayette",SB,29,77.3,119,26.1,59,62.02,10.5,19.6,8.3,13.2,100,127,0.787,187,315,0.594,41,106,0.387,8.4,1.3,30.2,Sr,6-8,23,4.40847,127.202,3.6,2019,33987,"Springfield, GA",89.6,0.60939694,154,208,33,107,0.7404,0.3084,53,59,0.8983,,103.982,103.037,2.93073,206.288,6.07159,3.67916,2.39243,6.65128,31.9677,6.17628,0.474995,3.0968,5.5161,8.6129,1.2581,0.7742,2.6452,20.5484,PF/C,6.10192
"Tyree Griffin","Southern Miss",CUSA,29,88.5,106.9,26,49.7,53,1.5,9.1,38.9,17.8,71,97,0.732,98,213,0.46,46,123,0.374,0.3,3.3,28.9,Sr,5-10,55,3.47706,115.777,1.8,2019,33994,"New Orleans, LA",43.4,2.67812162,53,86,45,126,0.6163,0.3571,0,2,0.0000,,100.126,101.32,3.45495,188.211,3.0291,3.48354,-0.454442,3.36154,34.5455,2.72282,0.63872,0.4545,2.9394,3.3939,7.0606,1.9697,0.0909,13.8182,"Pure PG",7.21255
"Romone Saunders",Wagner,NEC,28,86.8,105.1,27,42.9,50.99,6.7,18.2,26.5,17.5,138,165,0.836,68,175,0.389,57,183,0.311,1.1,2.6,46.1,Sr,6-3,11,2.65168,109.457,3.4,2019,34001,"Temple Hills, MD",,1.31322515,52,108,15,66,0.4815,0.2273,0,0,,,101.818,104.796,2.97276,188.097,3.37375,2.79772,0.576029,3.73382,34.6000,3.25908,0.474743,2.1667,5.0667,7.2333,3.6333,1.5333,0.2667,16.4667,"Combo G",11.3646
"Cameron Jackson",Wofford,SC,32,59.6,116.3,32.8,57.2,58.58,13.8,25.1,24.6,16.6,95,155,0.613,174,305,0.57,8,20,0.4,4.9,3.1,47.7,Sr,6-8,33,3.9497,135.193,5,2019,34006,"Winchester, VA",,1.31078842,130,203,44,102,0.6404,0.4314,20,24,0.8333,,90.9785,89.4764,3.30818,189.308,11.5805,5.19694,6.38354,10.5094,23.4286,6.13819,4.37121,2.6286,4.9714,7.6000,2.7714,1.4857,1.0000,14.4857,PF/C,1.53854
"Stuckey Mosley","James Madison",CAA,31,86.4,105.1,25,49.1,51.14,2.3,11.4,15.4,11.8,56,77,0.727,96,222,0.432,88,242,0.364,0.3,1.9,16.6,Sr,6-3,3,2.32679,106.866,2.6,2019,34046,"Orlando, FL",,1.31575291,49,99,47,123,0.4949,0.3821,0,0,,,112.082,111.865,2.10934,164.668,-1.59606,1.484,-3.08006,-0.444561,35.0909,1.69553,-2.14009,0.6667,3.1212,3.7879,2.2727,1.1212,0.0909,16.3939,"Combo G",13.4758
"Deshon Taylor","Fresno St.",MWC,27,77.3,114.1,26.4,54.5,59.66,2.2,9.9,27.6,18.1,126,161,0.783,85,172,0.494,65,163,0.399,0.6,2.2,48.1,Sr,6-2,21,4.45528,123.661,3,2019,34073,"Los Angeles, CA",,1.71602896,61,113,24,59,0.5398,0.4068,3,4,0.7500,,99.848,99.7375,3.65759,167.25,3.80271,3.98645,-0.183738,4.61894,35.5714,3.88023,0.738706,0.6429,3.0357,3.6786,4.9643,1.4286,0.2143,17.9286,"Scoring PG",9.73388
"Jabari McGhee","Austin Peay",OVC,29,48.7,112.9,23.4,50.8,53.14,16.8,21.1,8.2,12.5,62,104,0.596,101,199,0.508,0,0,0,3.6,2.7,52.3,Sr,6-7,15,1.98382,114.944,4.8,2019,34096,"Albany, GA",49.8,0.84372363,79,130,22,69,0.6077,0.3188,11,11,1.0000,,98.8799,99.7402,2.14493,140.595,2.81726,1.93715,0.880114,1.54687,20.8333,1.92394,-0.377066,3.1000,3.8333,6.9333,0.9000,1.0333,0.6667,9.0667,PF/C,0
"Sandy Cohen III","Green Bay",Horz,36,86.5,108.4,24.9,53.4,58.5,1.6,18.4,25,19.2,165,215,0.767,150,275,0.545,58,169,0.343,3.2,2.7,48.4,Sr,6-6,1,3.15338,113.714,3,2019,34168,"Seymour, WI",85.0,1.49998388,92,131,57,143,0.7023,0.3986,15,16,0.9375,,102.905,101.376,3.37278,290.363,4.64142,2.50403,2.13739,4.73562,34.1053,3.17517,1.56045,0.5000,5.9211,6.4211,4.6579,1.8684,1.0526,17.5789,"Wing G",7.1022
"Shaquille Doorson",Rutgers,B10,31,44.2,107,12.1,62.5,57.26,12,14.5,2.8,19.3,15,43,0.349,50,80,0.625,0,0,0,6.6,1.1,53.8,Sr,7-0,2,0.775536,100.111,4.3,2019,34191,"Na, NA",21.4,0.36367480,38,58,12,22,0.6552,0.5455,19,22,0.8636,,99.9585,95.3491,2.09069,104.39,3.75477,-0.138319,3.89309,1.66893,17.8065,-0.659895,2.32883,2.0000,2.3226,4.3226,0.2581,0.3226,1.0323,3.7097,C,0
